changeset,lon,visible,lat,timestamp,tags,id,version,addr:city,addr:country,addr:full,addr:housenumber,addr:housename,addr:postcode,addr:place,addr:street,email,name,opening_hours,operator,phone,ref,url,website,amenity,atm,bank,bicycle_parking,bicycle_rental,bar,building,building:levels,cafe,car_wash,dentist,drinking_water,fast_food,fountain,fuel,ice_cream,internet_access,landuse,library,office,parking,post_office,restaurant,school,social_facility,source,start_date,university,wikipedia,alcohol,bicycle,boat,books,butcher,clothes,coffee,collector,craft,dry_cleaning,fireplace,gas,hairdresser,hardware,lottery,model,motorcycle,music,musical_instrument,organic,pet,religion,second_hand,security,shoes,shop,ski,swimming_pool,trade,vacant,video,water,wholesale,wine,attraction,guest_house,information,museum,tourism,viewpoint,geometry,osm_type,biergarten,theatre,agrarian,cosmetics,golf,outdoor,trailer,zoo,subtype,index_right,zip
0.0,-71.75273,False,42.273994,1715049991,"{""addr:state"":""MA"",""branch"":""White City Plaza"",""brand"":""Five Guys"",""brand:wikidata"":""Q1131810"",""cuisine"":""burger"",""official_name"":""Five Guys Burgers and Fries"",""takeaway"":""yes""}",1994835693,6,Shrewsbury,,,20-7,,01545,,Boston Turnpike,,Five Guys,11:00-21:30,,+1 508-425-3185,,,https://restaurants.fiveguys.com/20-7-boston-turnpike,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.75273 42.273994),node,,,,,,,,,,12219.0,01545
0.0,-71.75324,False,42.273525,1352066976,"{""cuisine"":""ice_cream""}",1994835698,2,,,,,,,,,,iCraze Frozen Yogurt,,,,,,,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.75324 42.273525),node,,,,,,,,,,12219.0,01545
0.0,-71.752914,False,42.272137,1352076719,"{""cuisine"":""chinese""}",1994835727,2,,,,,,,,,,Chumlee's,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.752914 42.272137),node,,,,,,,,,,12219.0,01545
0.0,-71.75252,False,42.2736,1704425539,"{""brand"":""Papa Gino's"",""brand:wikidata"":""Q7132333"",""cuisine"":""pizza""}",1994835743,3,,,,,,,,,,Papa Gino's,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.75252 42.2736),node,,,,,,,,,,12219.0,01545
0.0,-71.06959,False,42.350605,1705375052,"{""brand"":""McCormick & Schmick's"",""brand:wikidata"":""Q6800562"",""cuisine"":""seafood;steak""}",1997344341,3,,,,,,,,,,McCormick & Schmick's,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.06959 42.350605),node,,,,,,,,,,12622.0,02116
0.0,-71.06545,False,42.351254,1669562084,"{""cuisine"":""burger""}",1997344343,2,,,,,,,,,,Rock Bottom,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.06545 42.351254),node,,,,,,,,,,12622.0,02116
0.0,-71.06437,False,42.35121,1691767089,"{""addr:state"":""MA"",""cuisine"":""thai""}",1997344345,2,Boston,,,63,,02116,,Stuart Street,,Montien,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,esri/Boston_MA_Addresses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.06437 42.35121),node,,,,,,,,,,12622.0,02116
0.0,-71.74977,False,42.274376,1715212301,"{""addr:state"":""MA"",""alt_name"":""Dunkin' Donuts"",""brand"":""Dunkin'"",""brand:wikidata"":""Q847743"",""contact:website"":""https://locations.dunkindonuts.com/en/ma/shrewsbury/118-boston-tpke/300338"",""cuisine"":""donut;coffee_shop"",""drive_through"":""no"",""takeaway"":""yes""}",1997986837,9,Shrewsbury,,,118,,01545,,Boston Turnpike,,Dunkin',24/7,,+1 508 753 9831,300338,,https://locations.dunkindonuts.com/en/ma/shrewsbury/118-boston-tpke/300338,fast_food,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.74977 42.274376),node,,,,,,,,,,12219.0,01545
0.0,-71.74995,False,42.27586,1526512414,"{""cuisine"":""american""}",1997986858,2,,,,,,,,,,Lakeside Grill,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.74995 42.27586),node,,,,,,,,,,12219.0,01545
0.0,-71.753204,False,42.273426,1376831788,"{""cuisine"":""japanese"",""wheelchair"":""yes""}",1997986861,2,,,,,,,,,,Osaka,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.753204 42.273426),node,,,,,,,,,,12219.0,01545
0.0,-71.06811,False,42.440903,1740423715,"{""addr:state"":""MA"",""alt_name"":""Jitters Cafe;Jitters"",""check_date"":""2025-02-24"",""contact:email"":""jittersmelrose@gmail.com"",""contact:facebook"":""https://www.facebook.com/JittersCafeInc"",""contact:instagram"":""https://www.instagram.com/jitterscafe/"",""contact:yelp"":""https://www.yelp.com/biz/jitters-cafe-melrose"",""cuisine"":""coffee_shop"",""facebook"":""https://www.facebook.com/JittersCafeInc"",""instagram"":""https://www.instagram.com/jitterscafe/"",""internet_access:fee"":""no"",""outdoor_seating"":""yes"",""smoking"":""no"",""website:menu"":""https://www.jitters-cafe.com/menu""}",2000892900,5,Melrose,,,12,,02176,,Main Street,jittersmelrose@gmail.com,Jitters Café,Mo-Su 07:00-17:00,,+1-781-605-2578,,,https://www.jitters-cafe.com/,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.06811 42.440903),node,,,,,,,,,,12786.0,02176
0.0,-71.776215,False,42.267155,1353443086,"{""cuisine"":""italian""}",2023683450,1,,,,,,,,,,Chioda's Trattoria,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.776215 42.267155),node,,,,,,,,,,12396.0,01604
0.0,-70.95501,False,42.200153,1668119550,"{""cuisine"":""sandwich""}",2028067796,2,,,,,,,,,,D'Angelo,,,,,,,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-70.95501 42.200153),node,,,,,,,,,,12802.0,02188
0.0,-70.95625,False,42.203506,1353680319,"{""addr:state"":""MA"",""cuisine"":""breakfast""}",2028067822,1,Weymouth,US,,119,,,,Main Street,,Mad Hatter Cafe,,,,,,,cafe,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-70.95625 42.203506),node,,,,,,,,,,12802.0,02188
0.0,-71.11972,False,42.38937,1633273892,"{""addr:state"":""MA"",""capacity"":""20"",""cuisine"":""ramen;japanese"",""description"":""no tips allowed"",""drive_through"":""no"",""outdoor_seating"":""no"",""smoking"":""no"",""takeaway"":""yes"",""wikidata"":""Q76169736""}",2034932563,9,Cambridge,,,1923,,02140,,Massachusetts Avenue,,Yume Wo Katare,Tu-Sa 17:00-22:00,,,,,http://www.yumewokatare.com/,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.11972 42.38937),node,,,,,,,,,,2869.0,02140
0.0,-71.091805,False,41.902435,1699526071,"{""cuisine"":""sushi""}",2059228914,3,,,,17-19,,02780,,School Street,,Fusion Kitchen,,,,,,https://www.fusionkitchenma.com/,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.091805 41.902435),node,,,,,,,,,,12628.0,02780
0.0,-71.58635,False,42.61954,1668119550,"{""cuisine"":""coffee_shop;sandwich"",""wifi"":""free""}",2060890727,3,,,,,,,,,,Blackbird Cafe,,,,,,https://myblackbirdcafe.com/,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.58635 42.61954),node,,,,,,,,,,2696.0,01450
0.0,-72.72991,False,42.392773,1622051425,,2061064099,3,,,,3,,01096,,Main Street,,Williamsburg Market,Mo-Fr 08:00-19:00; Sa 08:00-18:00; Su 09:00-14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,supermarket,,,,,,,,,,,,,,,POINT (-72.72991 42.392773),node,,,,,,,,,,2389.0,01096
0.0,-70.7612,False,42.107014,1715691841,"{""addr:state"":""MA"",""brand"":""Burger King"",""brand:wikidata"":""Q177054"",""cuisine"":""burger"",""delivery"":""yes"",""drive_through"":""yes"",""takeaway"":""yes""}",2065746857,4,Pembroke,,,235,,02359-1916,,Church Street,,Burger King,06:00-22:00,,+1 781-826-5361,2994,,https://www.bk.com/store-locator/store/restaurant_1643,fast_food,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-70.7612 42.107014),node,,,,,,,,,,2495.0,02359
0.0,-71.0751,False,42.574223,1355509382,"{""cuisine"":""pizza""}",2066865430,1,,,,,,,,,,Hornet's Nest,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.0751 42.574223),node,,,,,,,,,,12402.0,01864
0.0,-71.1571,False,42.29635,1356724642,"{""cuisine"":""ice_cream""}",2086259258,1,,,,,,,,,,JP Licks,,,,,,,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.1571 42.29635),node,,,,,,,,,,12615.0,02467
0.0,-71.16332,False,42.32306,1415988536,,2086297112,2,Chestnut Hill,,,616,,02467,,Hammond Street,,Chestnut Hill Restaurant,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.16332 42.32306),node,,,,,,,,,,12615.0,02467
0.0,-71.16244,False,42.323593,1733617826,"{""addr:state"":""MA"",""contact:facebook"":""https://facebook.com/xoxosushibar/"",""cuisine"":""japanese;omakase"",""delivery"":""no"",""reservation"":""yes"",""takeaway"":""yes"",""toilets"":""yes"",""toilets:menstrual_products"":""no"",""toilets:wheelchair"":""yes"",""wheelchair"":""yes""}",2086297115,10,Chestnut Hill,,,1154,,02467,,Boylston Street,info@xoxosushi.com,XOXO Sushi Bar,"Th-Sa 17:00-00:00; Mo-We,Su 17:00-23:00",,+1-617-505-3378,,,https://www.xoxosushi.com,restaurant,,,,,yes,,,,,,,,,,,,,,,,,,,,,2024-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.16244 42.323593),node,,,,,,,,,,12615.0,02467
0.0,-71.166145,False,42.323734,1730021849,"{""addr:state"":""MA"",""brand"":""Star Market"",""brand:wikidata"":""Q7600795"",""check_date"":""2024-10-27"",""check_date:opening_hours"":""2024-10-27""}",2086297122,4,Chestnut Hill,US,,1,,02467,,Boylston Street,,Star Market,Mo-Su 06:00-23:00,,+1 617-232-3854,,,https://local.starmarket.com/ma/chestnut-hill/1-boylston-st.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,supermarket,,,,,,,,,,,,,,,POINT (-71.166145 42.323734),node,,,,,,,,,,12615.0,02467
0.0,-71.17024,False,42.32291,1705175232,"{""brand"":""Legal Sea Foods"",""brand:wikidata"":""Q6517417"",""cuisine"":""seafood""}",2086298556,3,,,,,,,,,,Legal Sea Foods,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.17024 42.32291),node,,,,,,,,,,12615.0,02467
0.0,-71.16651,False,42.323338,1663214000,"{""cuisine"":""american"",""wheelchair"":""yes""}",2086298557,2,,,,,,,,,,Aquitaine,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.16651 42.323338),node,,,,,,,,,,12615.0,02467
0.0,-71.35751,False,42.45703,1356791803,,2087246758,1,,,,,,,,,,,,,,,,,marketplace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.35751 42.45703),node,,,,,,,,,,12550.0,01742
0.0,-71.35447,False,42.59614,1720532058,"{""check_date"":""2024-07-08"",""cuisine"":""coffee_shop"",""wifi"":""yes""}",2087473080,5,,,,14,,01824,,Littleton Road,,The Java Room,,,,,,http://www.thejavaroom.com/,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.35447 42.59614),node,,,,,,,,,,12516.0,01824
0.0,-71.03805,False,42.762867,1357059085,"{""cuisine"":""pizza""}",2087864302,2,,,,249,Haverhill Plaza Shopping Center,01830,,Lincoln Avenue,,Haverhill House of Pizza,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.03805 42.762867),node,,,,,,,,,,12177.0,01830
0.0,-71.07407,False,42.775784,1705375052,"{""addr:state"":""MA"",""brand"":""Market Basket"",""brand:wikidata"":""Q2079198""}",2087912141,3,Haverhill,,,2,Central Plaza,01830,,Water Street,,Market Basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,supermarket,,,,,,,,,,,,,,,POINT (-71.07407 42.775784),node,,,,,,,,,,12177.0,01830
0.0,-71.35764,False,42.456745,1356875411,,2088416611,1,,,,,,,,,,80 Thoreau,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.35764 42.456745),node,,,,,,,,,,12550.0,01742
0.0,-71.03274,False,42.763027,1357089983,"{""cuisine"":""american""}",2089342230,2,,,,1,,01834,,Elm Park,,Groveland Diner,,,,,,www.grovelanddiner.com,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.03274 42.763027),node,,,,,,,,,,12221.0,01834
0.0,-71.01835,False,42.736103,1356911594,"{""cuisine"":""coffee_shop""}",2089344742,1,,,,821,,01834,,Salem Street,,Cafe 97,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.01835 42.736103),node,,,,,,,,,,12221.0,01834
0.0,-70.9875,False,42.722095,1715212301,"{""addr:state"":""MA"",""alt_name"":""Dunkin' Donuts"",""brand"":""Dunkin'"",""brand:wikidata"":""Q847743"",""contact:website"":""https://locations.dunkindonuts.com/en/ma/georgetown/66-e-main-st/331822"",""cuisine"":""donut;coffee_shop"",""drive_through"":""no"",""internet_access:fee"":""no"",""takeaway"":""yes"",""wifi"":""no""}",2089356489,8,Georgetown,,,66,,01833,,East Main Street,,Dunkin',Mo-Sa 04:00-21:00; Su 05:00-21:00,,+1 978-352-6394,331822,,https://locations.dunkindonuts.com/en/ma/georgetown/66-e-main-st/331822,fast_food,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-70.9875 42.722095),node,,,,,,,,,,12220.0,01833
0.0,-70.99457,False,42.726532,1668119550,"{""addr:state"":""MA"",""cuisine"":""bagel;coffee_shop""}",2091481145,7,Georgetown,,,70,,01833,,West Main Street,,Best Bagel,,,,,,https://sals-pizza.com/,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-70.99457 42.726532),node,,,,,,,,,,12220.0,01833
0.0,-71.11386,False,42.774403,1705375052,"{""brand"":""Market Basket"",""brand:wikidata"":""Q2079198"",""wheelchair"":""yes""}",2091544118,7,,,,,,01832,,Lowell Avenue,,Market Basket,Mo-Sa 07:00-21:00; Su 07:00-19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,supermarket,,,,,,,,,,,,,,,POINT (-71.11386 42.774403),node,,,,,,,,,,2582.0,01832
0.0,-71.10206,False,42.80715,1715384444,"{""addr:state"":""MA"",""branch"":""Haverhill, 1116 Main St"",""brand"":""Starbucks"",""brand:wikidata"":""Q37158"",""cuisine"":""coffee_shop"",""official_name"":""Starbucks Coffee"",""takeaway"":""yes""}",2091557304,4,Haverhill,,,1116,,01830,,Main Street,,Starbucks,,,+1 978-372-3485,,,https://www.starbucks.com/,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.10206 42.80715),node,,,,,,,,,,12177.0,01830
0.0,-71.10277,False,42.809143,1691444491,"{""brand"":""Friendly's"",""brand:wikidata"":""Q1464513"",""cuisine"":""american""}",2091564608,3,,,,1160,,01830,,Main Street,,Friendly's,,,,,,https://www.friendlys.com/,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.10277 42.809143),node,,,,,,,,,,12177.0,01830
0.0,-71.10207,False,42.80924,1698971311,"{""cuisine"":""american""}",2091569459,2,,,,1149,,01830,,Main Street,,Mr. Mike's Restaurant & Lounge,,,,,,https://www.mrmikesrestaurant.com/,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.10207 42.80924),node,,,,,,,,,,12177.0,01830
0.0,-71.10326,False,42.81413,1723048696,"{""brand"":""Uno Pizzeria & Grill"",""brand:wikidata"":""Q7897209"",""cuisine"":""pizza"",""short_name"":""Uno's""}",2091594989,2,,,,30,,01830,,Cushing Avenue,,Uno Pizzeria & Grill,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.10326 42.81413),node,,,,,,,,,,12177.0,01830
0.0,-71.02109,False,42.73924,1357086913,"{""cuisine"":""chinese""}",2091670339,1,,,,904,,01834,,Salem Street,,Tea Garden Restaurant,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.02109 42.73924),node,,,,,,,,,,12221.0,01834
0.0,-71.79214,False,42.260254,1357095813,"{""cuisine"":""italian""}",2091727364,2,,,,,,,,,,Pepe's,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.79214 42.260254),node,,,,,,,,,,12396.0,01604
0.0,-71.13575,False,42.517517,1725795941,"{""addr:state"":""MA"",""branch"":""Woburn, Commerce Way"",""brand"":""Starbucks"",""brand:wikidata"":""Q37158"",""cuisine"":""coffee_shop"",""indoor_seating"":""yes"",""official_name"":""Starbucks Coffee"",""outdoor_seating"":""yes"",""takeaway"":""yes""}",2095715609,10,Woburn,,,99,,01801,,Commerce Way,,Starbucks,,,+1 781-933-4672,14595,,https://www.starbucks.com/store-locator/store/14595/woburn-commerce-way-99-commerce-way-woburn-ma-018015199-us,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.13575 42.517517),node,,,,,,,,,,2963.0,01801
0.0,-71.08332,False,42.774254,1530808700,"{""cuisine"":""coffee_shop""}",2098173403,3,,,,19,,01832,,Essex Street,,Wicked Big Cafe,,,,,,http://blog.wickedbigcafe.biz/blog/,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.08332 42.774254),node,,,,,,,,,,12177.0,01830
0.0,-71.08343,False,42.77429,1530808700,"{""cuisine"":""american""}",2098184309,2,,,,25,,01832,,Essex Street,,Essex Street Grille,,,,,,www.essexstreetgrille.net,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.08343 42.77429),node,,,,,,,,,,12177.0,01830
0.0,-71.08544,False,42.77296,1530808698,"{""cuisine"":""american""}",2098198038,2,,,,105,,01832,,Washington Street,,Keon's 105 Bistro,,,,,,www.keons.com/home.php,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.08544 42.77296),node,,,,,,,,,,2582.0,01832
0.0,-71.86208,False,42.116653,1722036564,"{""addr:state"":""MA"",""alt_name"":""Dunkin' Donuts"",""brand"":""Dunkin'"",""brand:wikidata"":""Q847743"",""contact:website"":""https://locations.dunkindonuts.com/en/ma/oxford/17-sutton-ave/301495"",""cuisine"":""donut;coffee_shop"",""drive_through"":""yes"",""takeaway"":""yes""}",2098200591,8,Oxford,,,17,,01540,,Sutton Avenue,,Dunkin',Mo-Sa 04:00-20:00; Su 05:00-20:00,,+1 508-987-0417,301495,,https://locations.dunkindonuts.com/en/ma/oxford/17-sutton-ave/301495,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.86208 42.116653),node,,,,,,,,,,2865.0,01540
0.0,-71.08546,False,42.772713,1721870918,"{""cuisine"":""vietnamese"",""facebook"":""https://www.facebook.com/p/The-Friendly-House-of-Pho-61555791122559/""}",2098204211,4,,,,114,,01832,,Washington Street,,The Friendly House of Pho,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.08546 42.772713),node,,,,,,,,,,2582.0,01832
0.0,-71.11451,False,42.7705,1715212301,"{""addr:state"":""MA"",""alt_name"":""Dunkin' Donuts"",""brand"":""Dunkin'"",""brand:wikidata"":""Q847743"",""contact:website"":""https://locations.dunkindonuts.com/en/ma/haverhill/784-river-st/306131"",""cuisine"":""donut;coffee_shop"",""drive_through"":""yes"",""takeaway"":""yes""}",2098851711,8,Haverhill,,,784,,01832,,River Street,,Dunkin',04:00-21:00,,+1 978-373-2224,306131,,https://locations.dunkindonuts.com/en/ma/haverhill/784-river-st/306131,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.11451 42.7705),node,,,,,,,,,,2582.0,01832
0.0,-71.114685,False,42.770603,1705375052,"{""brand"":""Papa Gino's"",""brand:wikidata"":""Q7132333"",""cuisine"":""pizza""}",2098852647,4,Haverhill,,,782,,01832,,River Street,,Papa Gino's,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.114685 42.770603),node,,,,,,,,,,2582.0,01832
0.0,-71.0532,False,42.802166,1357515323,"{""cuisine"":""seafood""}",2099048543,2,,,,330,,01830,,Amesbury Road,,Seafood Etc.,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.0532 42.802166),node,,,,,,,,,,12177.0,01830
0.0,-71.76041,False,42.54221,1715255911,"{""addr:state"":""MA"",""brand"":""McDonald's"",""brand:wikidata"":""Q38076"",""cuisine"":""burger"",""drive_through"":""yes"",""takeaway"":""yes""}",2105051982,5,Leominster,,,302,,01453,,North Main Street,,McDonald's,06:00-23:00,,+1 978-534-9762,,,https://www.mcdonalds.com/us/en-us/location/1323.html,fast_food,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.76041 42.54221),node,,,,,,,,,,12444.0,01453
0.0,-71.758766,False,42.543316,1705375052,"{""brand"":""Shaw's"",""brand:wikidata"":""Q578387""}",2105054652,3,,,,,,,,,,Shaw's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,supermarket,,,,,,,,,,,,,,,POINT (-71.758766 42.543316),node,,,,,,,,,,12444.0,01453
0.0,-71.17892,False,42.364685,1715210071,"{""addr:state"":""MA"",""brand"":""Domino's"",""brand:wikidata"":""Q839466"",""cuisine"":""pizza"",""takeaway"":""yes""}",2105152165,4,Watertown,,,111,,02472,,Arsenal Street,,Domino's,Mo-Th 10:00-24:00; Fr-Sa 10:00-01:00; Su 10:00-24:00,,+1 617-923-3030,3746,,https://pizza.dominos.com/massachusetts/watertown/111-arsenal-street,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.17892 42.364685),node,,,,,,,,,,2403.0,02472
0.0,-71.07758,False,42.772297,1698971245,"{""cuisine"":""italian""}",2108097858,3,,,,29,,01835,,Middlesex Street,,Roma Ristorante,,,,,,https://theromarestaurant.com/,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.07758 42.772297),node,,,,,,,,,,12179.0,01835
0.0,-72.60025,False,42.262463,1358184011,"{""cuisine"":""american""}",2110966135,1,,,,1,,01075,,Alvord Street,,Dockside Restaurant,,,,,,http://www.dock-side.com/,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-72.60025 42.262463),node,,,,,,,,,,2501.0,01075
0.0,-71.30171,False,42.6409,1358361663,,2114605012,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,supermarket,,,,,,,,,,,,,,,POINT (-71.30171 42.6409),node,,,,,,,,,,12371.0,01852
